,coursecode,date,shift,roomno,day,rollno,coursename
346,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB56,
347,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB57,
348,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB58,
349,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB59,
350,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB60,
351,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB61,
352,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB62,
353,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB63,
354,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB65,
355,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB66,
356,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB68,
357,CB407,28-4-2026,MORNING,CC-1,Tuesday,2201CB70,
358,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB57,Process Plant Design and Economics
359,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB58,Process Plant Design and Economics
360,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB59,Process Plant Design and Economics
361,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB61,Process Plant Design and Economics
362,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB62,Process Plant Design and Economics
363,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB63,Process Plant Design and Economics
364,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB64,Process Plant Design and Economics
365,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB65,Process Plant Design and Economics
366,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB66,Process Plant Design and Economics
367,CB3201,28-4-2026,MORNING,CC-1,Tuesday,2301CB67,Process Plant Design and Economics
368,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME59,System Dynamics and Control
369,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME60,System Dynamics and Control
370,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME61,System Dynamics and Control
371,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME63,System Dynamics and Control
372,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME64,System Dynamics and Control
373,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME65,System Dynamics and Control
374,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME66,System Dynamics and Control
375,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME68,System Dynamics and Control
376,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME69,System Dynamics and Control
377,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME70,System Dynamics and Control
378,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME71,System Dynamics and Control
379,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME72,System Dynamics and Control
380,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME73,System Dynamics and Control
381,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME74,System Dynamics and Control
382,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME75,System Dynamics and Control
383,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME77,System Dynamics and Control
384,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME78,System Dynamics and Control
385,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME79,System Dynamics and Control
386,ME3202,28-4-2026,MORNING,LT001,Tuesday,2301ME80,System Dynamics and Control
387,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT01,System Dynamics and Control
388,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT02,System Dynamics and Control
389,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT03,System Dynamics and Control
390,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT04,System Dynamics and Control
391,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT05,System Dynamics and Control
392,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT06,System Dynamics and Control
393,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT07,System Dynamics and Control
394,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT08,System Dynamics and Control
395,ME3202,28-4-2026,MORNING,LT001,Tuesday,2302MT09,System Dynamics and Control
396,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME01,System Dynamics and Control
397,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME02,System Dynamics and Control
398,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME03,System Dynamics and Control
399,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME04,System Dynamics and Control
400,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME05,System Dynamics and Control
401,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME06,System Dynamics and Control
402,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME07,System Dynamics and Control
403,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME08,System Dynamics and Control
404,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME09,System Dynamics and Control
405,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME10,System Dynamics and Control
406,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME11,System Dynamics and Control
407,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME12,System Dynamics and Control
408,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME13,System Dynamics and Control
409,ME3202,28-4-2026,MORNING,LT001,Tuesday,2303ME14,System Dynamics and Control
410,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB04,Electrical Sciences
411,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB05,Electrical Sciences
412,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB06,Electrical Sciences
413,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB07,Electrical Sciences
414,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB08,Electrical Sciences
415,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB09,Electrical Sciences
416,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB10,Electrical Sciences
417,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB11,Electrical Sciences
418,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB12,Electrical Sciences
419,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB13,Electrical Sciences
420,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB14,Electrical Sciences
421,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB15,Electrical Sciences
422,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB16,Electrical Sciences
423,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB17,Electrical Sciences
424,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB18,Electrical Sciences
425,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB19,Electrical Sciences
426,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB20,Electrical Sciences
427,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB21,Electrical Sciences
428,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB22,Electrical Sciences
429,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB23,Electrical Sciences
430,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB24,Electrical Sciences
431,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB25,Electrical Sciences
432,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB26,Electrical Sciences
433,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB27,Electrical Sciences
434,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB28,Electrical Sciences
435,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB29,Electrical Sciences
436,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB30,Electrical Sciences
437,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB31,Electrical Sciences
438,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB32,Electrical Sciences
439,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB33,Electrical Sciences
440,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB34,Electrical Sciences
441,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB35,Electrical Sciences
442,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB36,Electrical Sciences
443,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB37,Electrical Sciences
444,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB38,Electrical Sciences
445,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB39,Electrical Sciences
446,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB40,Electrical Sciences
447,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB41,Electrical Sciences
448,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB42,Electrical Sciences
449,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB43,Electrical Sciences
450,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB44,Electrical Sciences
451,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB45,Electrical Sciences
452,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB46,Electrical Sciences
453,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB47,Electrical Sciences
454,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB48,Electrical Sciences
455,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB49,Electrical Sciences
456,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB50,Electrical Sciences
457,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB51,Electrical Sciences
458,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB52,Electrical Sciences
459,EE1201,28-4-2026,MORNING,LT001,Tuesday,2501CB53,Electrical Sciences
460,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB55,Electrical Sciences
461,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB56,Electrical Sciences
462,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB58,Electrical Sciences
463,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB60,Electrical Sciences
464,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB61,Electrical Sciences
465,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB62,Electrical Sciences
466,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB63,Electrical Sciences
467,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB64,Electrical Sciences
468,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CB65,Electrical Sciences
469,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE01,Electrical Sciences
470,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE02,Electrical Sciences
471,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE03,Electrical Sciences
472,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE04,Electrical Sciences
473,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE05,Electrical Sciences
474,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE06,Electrical Sciences
475,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE07,Electrical Sciences
476,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE08,Electrical Sciences
477,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE09,Electrical Sciences
478,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE10,Electrical Sciences
479,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE11,Electrical Sciences
480,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE12,Electrical Sciences
481,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE13,Electrical Sciences
482,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE14,Electrical Sciences
483,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE15,Electrical Sciences
484,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE16,Electrical Sciences
485,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE17,Electrical Sciences
486,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE18,Electrical Sciences
487,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE19,Electrical Sciences
488,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE20,Electrical Sciences
489,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE21,Electrical Sciences
490,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE22,Electrical Sciences
491,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE23,Electrical Sciences
492,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE24,Electrical Sciences
493,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE25,Electrical Sciences
494,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE26,Electrical Sciences
495,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE27,Electrical Sciences
496,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE28,Electrical Sciences
497,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE29,Electrical Sciences
498,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE30,Electrical Sciences
499,EE1201,28-4-2026,MORNING,LT002,Tuesday,2501CE31,Electrical Sciences
500,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC02,Digital Signal Processing
501,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC03,Digital Signal Processing
502,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC05,Digital Signal Processing
503,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC06,Digital Signal Processing
504,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC07,Digital Signal Processing
505,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC08,Digital Signal Processing
506,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC09,Digital Signal Processing
507,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC10,Digital Signal Processing
508,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC11,Digital Signal Processing
509,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC12,Digital Signal Processing
510,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC13,Digital Signal Processing
511,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC14,Digital Signal Processing
512,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC15,Digital Signal Processing
513,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC16,Digital Signal Processing
514,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC17,Digital Signal Processing
515,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC18,Digital Signal Processing
516,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC19,Digital Signal Processing
517,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC20,Digital Signal Processing
518,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC21,Digital Signal Processing
519,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC22,Digital Signal Processing
520,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC23,Digital Signal Processing
521,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC24,Digital Signal Processing
522,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC25,Digital Signal Processing
523,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC26,Digital Signal Processing
524,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC27,Digital Signal Processing
525,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC28,Digital Signal Processing
526,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC29,Digital Signal Processing
527,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC30,Digital Signal Processing
528,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC31,Digital Signal Processing
529,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC32,Digital Signal Processing
530,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC33,Digital Signal Processing
531,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC34,Digital Signal Processing
532,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC35,Digital Signal Processing
533,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC36,Digital Signal Processing
534,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC37,Digital Signal Processing
535,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC38,Digital Signal Processing
536,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC39,Digital Signal Processing
537,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC40,Digital Signal Processing
538,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC41,Digital Signal Processing
539,EC3202,28-4-2026,MORNING,LT002,Tuesday,2301EC42,Digital Signal Processing
540,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE32,Electrical Sciences
541,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE33,Electrical Sciences
542,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE34,Electrical Sciences
543,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE35,Electrical Sciences
544,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE36,Electrical Sciences
545,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE37,Electrical Sciences
546,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE38,Electrical Sciences
547,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE39,Electrical Sciences
548,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE40,Electrical Sciences
549,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE41,Electrical Sciences
550,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE42,Electrical Sciences
551,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE43,Electrical Sciences
552,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE44,Electrical Sciences
553,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE45,Electrical Sciences
554,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE46,Electrical Sciences
555,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE47,Electrical Sciences
556,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE48,Electrical Sciences
557,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE49,Electrical Sciences
558,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE50,Electrical Sciences
559,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE51,Electrical Sciences
560,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE52,Electrical Sciences
561,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE53,Electrical Sciences
562,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE54,Electrical Sciences
563,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE55,Electrical Sciences
564,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE56,Electrical Sciences
565,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE57,Electrical Sciences
566,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE58,Electrical Sciences
567,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE59,Electrical Sciences
568,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE60,Electrical Sciences
569,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE61,Electrical Sciences
570,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE62,Electrical Sciences
571,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE63,Electrical Sciences
572,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE64,Electrical Sciences
573,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE65,Electrical Sciences
574,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE66,Electrical Sciences
575,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE67,Electrical Sciences
576,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE68,Electrical Sciences
577,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CE69,Electrical Sciences
578,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS01,Electrical Sciences
579,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS02,Electrical Sciences
580,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS03,Electrical Sciences
581,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS04,Electrical Sciences
582,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS05,Electrical Sciences
583,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS07,Electrical Sciences
584,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS08,Electrical Sciences
585,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS09,Electrical Sciences
586,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS11,Electrical Sciences
587,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS12,Electrical Sciences
588,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS13,Electrical Sciences
589,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS14,Electrical Sciences
590,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS15,Electrical Sciences
591,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS16,Electrical Sciences
592,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS17,Electrical Sciences
593,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS18,Electrical Sciences
594,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS19,Electrical Sciences
595,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS20,Electrical Sciences
596,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS25,Electrical Sciences
597,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS26,Electrical Sciences
598,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS27,Electrical Sciences
599,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS28,Electrical Sciences
600,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS54,Electrical Sciences
601,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CS89,Electrical Sciences
602,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT01,Electrical Sciences
603,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT02,Electrical Sciences
604,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT03,Electrical Sciences
605,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT04,Electrical Sciences
606,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT05,Electrical Sciences
607,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT06,Electrical Sciences
608,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT07,Electrical Sciences
609,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT08,Electrical Sciences
610,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT09,Electrical Sciences
611,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT10,Electrical Sciences
612,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT11,Electrical Sciences
613,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT12,Electrical Sciences
614,EE1201,28-4-2026,MORNING,LT003,Tuesday,2501CT13,Electrical Sciences
615,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE02,Environmental Engg-II
616,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE03,Environmental Engg-II
617,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE04,Environmental Engg-II
618,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE05,Environmental Engg-II
619,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE06,Environmental Engg-II
620,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE08,Environmental Engg-II
621,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE09,Environmental Engg-II
622,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE10,Environmental Engg-II
623,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE11,Environmental Engg-II
624,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE12,Environmental Engg-II
625,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE14,Environmental Engg-II
626,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE15,Environmental Engg-II
627,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE16,Environmental Engg-II
628,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE17,Environmental Engg-II
629,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE18,Environmental Engg-II
630,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE19,Environmental Engg-II
631,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE20,Environmental Engg-II
632,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE21,Environmental Engg-II
633,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE22,Environmental Engg-II
634,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE23,Environmental Engg-II
635,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE24,Environmental Engg-II
636,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE25,Environmental Engg-II
637,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE26,Environmental Engg-II
638,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE27,Environmental Engg-II
639,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE28,Environmental Engg-II
640,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE29,Environmental Engg-II
641,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE30,Environmental Engg-II
642,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE33,Environmental Engg-II
643,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE34,Environmental Engg-II
644,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE35,Environmental Engg-II
645,CE3204,28-4-2026,MORNING,LT003,Tuesday,2301CE36,Environmental Engg-II
