,coursecode,date,shift,roomno,day,rollno,coursename
2386,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE50,
2387,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE51,
2388,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE52,
2389,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE53,
2390,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE54,
2391,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE55,
2392,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE56,
2393,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE57,
2394,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE58,
2395,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE59,
2396,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE60,
2397,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE61,
2398,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE62,
2399,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE63,
2400,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE64,
2401,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE68,
2402,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2201CE69,
2403,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT01,
2404,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT04,
2405,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT05,
2406,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT06,
2407,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT07,
2408,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT08,
2409,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT09,
2410,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT10,
2411,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511GT11,
2412,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511RE02,
2413,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511RE03,
2414,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2511RE04,
2415,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2522CE03,
2416,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2521CE12,
2417,CE532/CE6210,28-4-2026,EVENING,LT103,Tuesday,2422CE04,
2418,PH6230,28-4-2026,EVENING,LT103,Tuesday,2521PH01,
2419,PH6230,28-4-2026,EVENING,LT103,Tuesday,2521PH08,
2420,PH6230,28-4-2026,EVENING,LT103,Tuesday,2521PH09,
2421,PH6230,28-4-2026,EVENING,LT103,Tuesday,2522PH06,
2422,PH6230,28-4-2026,EVENING,LT103,Tuesday,2522PH04,
2423,,,,,,,
2424,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB01,Mechanical Operations
2425,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB02,Mechanical Operations
2426,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB03,Mechanical Operations
2427,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB04,Mechanical Operations
2428,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB05,Mechanical Operations
2429,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB06,Mechanical Operations
2430,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB07,Mechanical Operations
2431,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB08,Mechanical Operations
2432,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB09,Mechanical Operations
2433,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB10,Mechanical Operations
2434,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB11,Mechanical Operations
2435,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB12,Mechanical Operations
2436,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB14,Mechanical Operations
2437,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB15,Mechanical Operations
2438,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB16,Mechanical Operations
2439,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB17,Mechanical Operations
2440,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB18,Mechanical Operations
2441,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB19,Mechanical Operations
2442,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB21,Mechanical Operations
2443,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB22,Mechanical Operations
2444,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB23,Mechanical Operations
2445,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB25,Mechanical Operations
2446,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB26,Mechanical Operations
2447,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB27,Mechanical Operations
2448,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB29,Mechanical Operations
2449,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB30,Mechanical Operations
2450,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB31,Mechanical Operations
2451,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB32,Mechanical Operations
2452,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB33,Mechanical Operations
2453,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB34,Mechanical Operations
2454,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB35,Mechanical Operations
2455,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB36,Mechanical Operations
2456,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB38,Mechanical Operations
2457,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB40,Mechanical Operations
2458,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB41,Mechanical Operations
2459,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB42,Mechanical Operations
2460,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB43,Mechanical Operations
2461,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB44,Mechanical Operations
2462,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB45,Mechanical Operations
2463,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB46,Mechanical Operations
2464,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB48,Mechanical Operations
2465,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB50,Mechanical Operations
2466,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB52,Mechanical Operations
2467,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB53,Mechanical Operations
2468,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB54,Mechanical Operations
2469,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB55,Mechanical Operations
2470,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB56,Mechanical Operations
2471,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB58,Mechanical Operations
2472,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB59,Mechanical Operations
2473,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB60,Mechanical Operations
2474,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB61,Mechanical Operations
2475,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB62,Mechanical Operations
2476,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB63,Mechanical Operations
2477,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB64,Mechanical Operations
2478,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB65,Mechanical Operations
2479,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB66,Mechanical Operations
2480,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB67,Mechanical Operations
2481,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB68,Mechanical Operations
2482,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB69,Mechanical Operations
2483,CB2201,29-04-2026,MORNING,109,Wednesday,2401CB70,Mechanical Operations
2484,CB2201,29-04-2026,MORNING,109,Wednesday,2403CB01,Mechanical Operations
2485,CB2201,29-04-2026,MORNING,109,Wednesday,2403CB02,Mechanical Operations
2486,CB2201,29-04-2026,MORNING,109,Wednesday,2403CB03,Mechanical Operations
2487,CB2201,29-04-2026,MORNING,109,Wednesday,2403CB04,Mechanical Operations
2488,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE01,Power Electronics
2489,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE02,Power Electronics
2490,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE03,Power Electronics
2491,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE04,Power Electronics
2492,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE05,Power Electronics
2493,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE06,Power Electronics
2494,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE08,Power Electronics
2495,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE09,Power Electronics
2496,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE11,Power Electronics
2497,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE12,Power Electronics
2498,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE14,Power Electronics
2499,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE15,Power Electronics
2500,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE16,Power Electronics
2501,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE17,Power Electronics
2502,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE18,Power Electronics
2503,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE20,Power Electronics
2504,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE22,Power Electronics
2505,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE24,Power Electronics
2506,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE25,Power Electronics
2507,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE26,Power Electronics
2508,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE27,Power Electronics
2509,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE28,Power Electronics
2510,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE30,Power Electronics
2511,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE32,Power Electronics
2512,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE33,Power Electronics
2513,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE34,Power Electronics
2514,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE36,Power Electronics
2515,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE38,Power Electronics
2516,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE39,Power Electronics
2517,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE40,Power Electronics
2518,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE41,Power Electronics
2519,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE42,Power Electronics
2520,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE43,Power Electronics
2521,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE44,Power Electronics
2522,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE46,Power Electronics
2523,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE47,Power Electronics
2524,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE48,Power Electronics
2525,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE49,Power Electronics
2526,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE50,Power Electronics
2527,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE51,Power Electronics
2528,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE52,Power Electronics
2529,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE53,Power Electronics
2530,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE54,Power Electronics
2531,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE55,Power Electronics
2532,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE56,Power Electronics
2533,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE57,Power Electronics
2534,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE58,Power Electronics
2535,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE59,Power Electronics
2536,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE60,Power Electronics
2537,EE3203,29-04-2026,MORNING,107,Wednesday,2301EE61,Power Electronics
2538,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC02,Power Electronics
2539,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC03,Power Electronics
2540,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC04,Power Electronics
2541,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC06,Power Electronics
2542,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC07,Power Electronics
2543,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC08,Power Electronics
2544,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC09,Power Electronics
2545,EE3203,29-04-2026,MORNING,107,Wednesday,2302PC10,Power Electronics
2546,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS87,Engineering Mechanics
2547,ME1202,29-04-2026,MORNING,104,Wednesday,2501MM19,Engineering Mechanics
2548,ME1202,29-04-2026,MORNING,104,Wednesday,2501AI40,Engineering Mechanics
2549,ME1202,29-04-2026,MORNING,104,Wednesday,2501CE57,Engineering Mechanics
2550,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS06,Engineering Mechanics
2551,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS10,Engineering Mechanics
2552,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS21,Engineering Mechanics
2553,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS22,Engineering Mechanics
2554,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS23,Engineering Mechanics
2555,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS29,Engineering Mechanics
2556,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS30,Engineering Mechanics
2557,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS31,Engineering Mechanics
2558,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS32,Engineering Mechanics
2559,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS33,Engineering Mechanics
2560,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS34,Engineering Mechanics
2561,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS35,Engineering Mechanics
2562,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS36,Engineering Mechanics
2563,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS37,Engineering Mechanics
2564,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS38,Engineering Mechanics
2565,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS39,Engineering Mechanics
2566,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS40,Engineering Mechanics
2567,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS41,Engineering Mechanics
2568,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS42,Engineering Mechanics
2569,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS43,Engineering Mechanics
2570,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS44,Engineering Mechanics
2571,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS45,Engineering Mechanics
2572,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS46,Engineering Mechanics
2573,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS47,Engineering Mechanics
2574,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS48,Engineering Mechanics
2575,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS49,Engineering Mechanics
2576,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS50,Engineering Mechanics
2577,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS51,Engineering Mechanics
2578,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS52,Engineering Mechanics
2579,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS53,Engineering Mechanics
2580,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS54,Engineering Mechanics
2581,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS55,Engineering Mechanics
2582,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS56,Engineering Mechanics
2583,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS57,Engineering Mechanics
2584,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS58,Engineering Mechanics
2585,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS59,Engineering Mechanics
2586,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS60,Engineering Mechanics
2587,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS61,Engineering Mechanics
2588,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS62,Engineering Mechanics
2589,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS63,Engineering Mechanics
2590,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS64,Engineering Mechanics
2591,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS65,Engineering Mechanics
2592,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS66,Engineering Mechanics
2593,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS67,Engineering Mechanics
2594,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS68,Engineering Mechanics
2595,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS69,Engineering Mechanics
2596,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS70,Engineering Mechanics
2597,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS71,Engineering Mechanics
2598,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS72,Engineering Mechanics
2599,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS73,Engineering Mechanics
2600,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS74,Engineering Mechanics
2601,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS75,Engineering Mechanics
2602,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS76,Engineering Mechanics
2603,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS77,Engineering Mechanics
2604,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS78,Engineering Mechanics
2605,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS79,Engineering Mechanics
2606,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS80,Engineering Mechanics
2607,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS81,Engineering Mechanics
2608,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS82,Engineering Mechanics
2609,ME1202,29-04-2026,MORNING,104,Wednesday,2501CS83,Engineering Mechanics
2610,ME1202,29-04-2026,MORNING,104,Wednesday,2503CB05,Engineering Mechanics
2611,ME1202,29-04-2026,MORNING,104,Wednesday,2301CE40,Engineering Mechanics
2612,ME1202,29-04-2026,MORNING,104,Wednesday,2301CE59,Engineering Mechanics
2613,ME1202,29-04-2026,MORNING,104,Wednesday,2301ME43,Engineering Mechanics
2614,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS20,
2615,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS27,
2616,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS28,
2617,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS07,
2618,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS31,
2619,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS09,
2620,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS19,
2621,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS05,
2622,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS06,
2623,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS01,
2624,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS12,
2625,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2422CS27,
2626,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS33,
2627,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS21,
2628,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS23,
2629,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS10,
2630,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS13,
2631,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS04,
2632,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS22,
2633,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS11,
2634,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2422CS22,
2635,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS15,
2636,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS17,
2637,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS03,
2638,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS02,
2639,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS16,
2640,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS29,
2641,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS14,
2642,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2521CS34,
2643,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS09,
2644,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS12,
2645,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS18,
2646,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS13,
2647,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS15,
2648,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS16,
2649,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS02,
2650,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS04,
2651,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS07,
2652,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS17,
2653,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS08,
2654,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS01,
2655,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS14,
2656,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS10,
2657,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS11,
2658,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2522CS06,
2659,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS06,
2660,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI27,
2661,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI04,
2662,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI23,
2663,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI35,
2664,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI44,
2665,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS01,
2666,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI42,
2667,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS11,
2668,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI29,
2669,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS18,
2670,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI57,
2671,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI33,
2672,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI08,
2673,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI61,
2674,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS15,
2675,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI43,
2676,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI50,
2677,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI15,
2678,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI26,
2679,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS09,
2680,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS25,
2681,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS23,
2682,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI02,
2683,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI30,
2684,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS19,
2685,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS03,
2686,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI10,
2687,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI36,
2688,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI24,
2689,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI41,
2690,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI01,
2691,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI55,
2692,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS24,
2693,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI52,
2694,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI60,
2695,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI13,
2696,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS10,
2697,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI45,
2698,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI25,
2699,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI49,
2700,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI12,
2701,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI07,
2702,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI19,
2703,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI28,
2704,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI56,
2705,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI51,
2706,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI39,
2707,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS17,
2708,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI47,
2709,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS02,
2710,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI46,
2711,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI03,
2712,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI31,
2713,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS14,
2714,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS22,
2715,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511CS13,
2716,RM6201_CSE,29-04-2026,MORNING,CC-1,Wednesday,2511AI21,
